Date,Price
2023-09-09,56.205902099609375
2023-09-10,54.04953002929688
2023-09-11,52.112640380859375
2023-09-12,53.050880432128906
2023-09-13,53.668983459472656
2023-09-14,54.31548690795898
2023-09-15,55.84634780883789
2023-09-16,59.15708160400391
2023-09-17,59.426368713378906
2023-09-18,60.57921600341797
2023-09-19,61.86284255981445
2023-09-20,65.50263977050781
2023-09-21,62.51125717163086
2023-09-22,64.38082885742188
2023-09-23,62.9316291809082
2023-09-24,61.76771545410156
2023-09-25,62.27668380737305
2023-09-26,61.08453369140625
2023-09-27,60.62260055541992
2023-09-28,65.7406234741211
2023-09-29,66.10494995117188
2023-09-30,67.55301666259766
2023-10-01,72.13108825683594
2023-10-02,69.21099090576172
2023-10-03,65.15176391601562
2023-10-04,66.6104507446289
2023-10-05,66.83277893066406
2023-10-06,68.96710968017578
2023-10-07,66.74151611328125
2023-10-08,66.02587890625
2023-10-09,63.28507995605469
2023-10-10,64.03903198242188
2023-10-11,63.22941970825195
2023-10-12,62.9466552734375
2023-10-13,63.70346832275391
2023-10-14,64.33964538574219
2023-10-15,63.9854621887207
2023-10-16,64.88768768310547
2023-10-17,62.667518615722656
2023-10-18,62.0982551574707
2023-10-19,63.95088195800781
2023-10-20,65.90831756591797
2023-10-21,70.01806640625
2023-10-22,79.3535385131836
2023-10-23,84.7309341430664
2023-10-24,83.31875610351562
2023-10-25,85.73147583007812
2023-10-26,80.80242919921875
2023-10-27,78.43197631835938
2023-10-28,80.08911895751953
2023-10-29,84.63067626953125
2023-10-30,83.7945327758789
2023-10-31,81.4461669921875
2023-11-01,88.98301696777344
2023-11-02,91.94686889648438
2023-11-03,90.10555267333984
2023-11-04,90.14990997314452
2023-11-05,89.23643493652344
2023-11-06,99.35432434082033
2023-11-07,97.57740020751952
2023-11-08,99.9042739868164
2023-11-09,100.7011489868164
2023-11-10,100.22161102294922
2023-11-11,96.75284576416016
2023-11-12,99.3897933959961
2023-11-13,93.26441192626952
2023-11-14,90.67155456542967
2023-11-15,95.43028259277344
2023-11-16,91.1715087890625
2023-11-17,88.578857421875
2023-11-18,88.04478454589844
2023-11-19,91.6197509765625
2023-11-20,90.23650360107422
2023-11-21,84.95614624023438
2023-11-22,95.17430877685548
2023-11-23,95.97730255126952
2023-11-24,98.93132781982422
2023-11-25,99.50408172607422
2023-11-26,98.01864624023438
2023-11-27,96.14156341552734
2023-11-28,96.94585418701172
2023-11-29,96.40060424804688
2023-11-30,98.23991394042967
2023-12-01,100.21114349365234
2023-12-02,104.41883850097656
2023-12-03,102.80799865722656
2023-12-04,99.87296295166016
2023-12-05,98.7105941772461
2023-12-06,96.23133850097656
2023-12-07,98.69156646728516
2023-12-08,99.39513397216795
2023-12-09,98.58597564697266
2023-12-10,97.80709838867188
2023-12-11,91.5658187866211
2023-12-12,92.64759826660156
2023-12-13,94.73593139648438
2023-12-14,106.9832534790039
2023-12-15,108.33185577392578
2023-12-16,104.61541748046876
2023-12-17,100.47561645507812
2023-12-18,99.13153839111328
2023-12-19,101.29205322265624
2023-12-20,100.01154327392578
2023-12-21,101.62799835205078
2023-12-22,100.15148162841795
2023-12-23,99.47760772705078
2023-12-24,99.86581420898438
2023-12-25,102.9656219482422
2023-12-26,102.89669799804688
2023-12-27,112.11390686035156
2023-12-28,118.9682846069336
2023-12-29,112.4268035888672
2023-12-30,111.3610382080078
2023-12-31,109.05589294433594
2024-01-01,116.04749298095705
2024-01-02,110.2857437133789
2024-01-03,102.59027862548828
2024-01-04,104.04723358154295
2024-01-05,102.77263641357422
2024-01-06,99.36378479003906
2024-01-07,94.8988265991211
2024-01-08,98.95280456542967
2024-01-09,96.5929183959961
2024-01-10,106.84268188476562
2024-01-11,109.76553344726562
2024-01-12,102.9361801147461
2024-01-13,105.99298858642578
2024-01-14,99.39256286621094
2024-01-15,101.86447143554688
2024-01-16,103.50062561035156
2024-01-17,101.1739273071289
2024-01-18,96.8108367919922
2024-01-19,96.85824584960938
2024-01-20,97.22891998291016
2024-01-21,96.53295135498048
2024-01-22,91.50059509277344
2024-01-23,89.4957046508789
2024-01-24,89.91678619384766
2024-01-25,88.7731704711914
2024-01-26,91.37454223632812
2024-01-27,91.59339141845705
2024-01-28,91.14913177490234
2024-01-29,93.6712875366211
2024-01-30,93.0073013305664
2024-01-31,85.96074676513672
2024-02-01,83.81729125976562
2024-02-02,85.813720703125
2024-02-03,85.63883972167969
2024-02-04,83.27978515625
2024-02-05,84.01561737060547
2024-02-06,84.50554656982422
2024-02-07,84.07647705078125
2024-02-08,85.22750091552734
2024-02-09,87.60279083251953
2024-02-10,88.41925048828125
2024-02-11,87.24559020996094
2024-02-12,90.9265365600586
2024-02-13,89.63150787353516
2024-02-14,91.09717559814452
2024-02-15,92.42008209228516
2024-02-16,94.71192932128906
2024-02-17,93.78826141357422
2024-02-18,94.55517578125
2024-02-19,96.53694915771484
2024-02-20,93.88158416748048
2024-02-21,91.75615692138672
2024-02-22,91.85518646240234
2024-02-23,94.84870910644533
2024-02-24,101.33318328857422
2024-02-25,100.34087371826172
2024-02-26,102.75013732910156
2024-02-27,104.87429809570312
2024-02-28,104.49715423583984
2024-02-29,105.7694854736328
2024-03-01,110.52985382080078
2024-03-02,116.47979736328124
2024-03-03,112.57931518554688
2024-03-04,114.27387237548828
2024-03-05,105.78749084472656
2024-03-06,127.3613510131836
2024-03-07,124.37164306640624
