,Index,0,1,2,3,4,5,6,7,8,9,Cluster
38,INJ-USD,-3.9549092988375705,-0.03912062129983949,0.0009624104089966896,0.006860276552248017,0.00014289037525126196,0.0020945832554135914,-0.005429681827250083,-0.0071188255342646105,0.00639760906544879,0.002221925709963226,0
39,KAS-USD,-3.9960365356164442,-0.021686816846925347,0.00037992654540574373,-0.002953832665137474,-0.00041681074547989823,0.0011769742871140419,-0.002441325137681393,-0.0001921533477238487,-0.001276427618908089,-0.0006667142284610582,0
40,KAVA-USD,-3.9935832987468993,-0.020952673047795217,0.00034740191230181005,-0.003062119173563499,-0.0005424216139107781,0.0011320850200312194,-0.0023361605282878227,-5.967872057453933e-05,-0.0012691812128183303,-0.0005266204760962629,0
41,KCS-USD,-3.973085722545746,-0.018800713079841287,0.0003648149509907413,-7.096238170461478e-05,-0.003201132375865344,0.0007034486700191001,-0.0010666138128056228,0.00042640366528633384,-0.00021785544629017992,0.0008541280366612828,0
42,KLAY-USD,-3.995620627436511,-0.02150433054451198,0.0003771370067866486,-0.0029406443979067554,-0.00050359473806977,0.0011537682302723384,-0.0023911303467475087,-0.00017190055057520628,-0.0012718256867172097,-0.000621929021303947,0
43,LDO-USD,-3.98929593165389,-0.02082739704014172,0.000366547634441868,-0.0025602794953528013,-0.0007927482298803771,0.0009780496778218483,-0.002098578014375122,-0.00022488728563213362,-0.0009246218207279959,-0.0003853480377470074,0
44,LEO-USD,-3.9839754840885515,-0.02002922100690112,0.0003176884327116971,-0.004145888819669012,-0.00012984264888702706,0.0010274099918400345,-0.0021268563972461356,0.0001468147605126053,-0.0012068872861169969,-0.0011651591466302232,0
45,LINK-USD,-3.9665323528940317,-0.02642566722433944,0.0005991958890523578,-0.00043207626155429736,-0.0008219381607529209,0.0007835518263201877,-0.0017126530113736552,0.00014699275550850656,0.0004279238649347071,-0.0010672958300560421,0
46,LTC-USD,-3.742415735089681,0.04273465048761815,-0.0031575944543340193,-0.019794959997458506,-0.0081397618978544,-0.002977634502422691,0.00695799367891442,0.010328890114472541,-0.007925037019123013,0.015186361166594815,3
47,MANA-USD,-3.9948039067694716,-0.021302800217093368,0.00037928269696932215,-0.002906447785774246,-0.0006366922232277689,0.001123092433478342,-0.0023054462603422305,-0.00014995288655193483,-0.0012595965727586408,-0.0005786348289012526,0
48,MATIC-USD,-3.9936370099859206,-0.021006292954960402,0.0003920715422758649,-0.0028288851573541915,-0.0008130578515258547,0.001063355852041463,-0.0021582118528639593,-0.00011247183345363818,-0.0012146019056387593,-0.0005351236914134739,0
49,MINA-USD,-3.994106895032381,-0.021619203048515858,0.00040190485186223187,-0.0026022388297983487,-0.0006953146008772784,0.0010810905754932822,-0.002259588300146664,-0.00033937192092114207,-0.0011088858684233482,-0.0005356918437055692,0
50,NEAR-USD,-3.9903584281066315,-0.021529541256147325,0.00043618345129652563,-0.0019890382632651122,-0.0009974996679366745,0.0010186051423264806,-0.0021102014819639322,-0.0005948008323835787,-0.0007429670010762901,-0.00024980573814622006,0
51,NEO-USD,-3.963954161769259,-0.017643716390385204,0.0004556450404277769,-0.0019943770104886775,-0.0037528987344853182,0.0005977667675209641,-0.0004941941632612987,0.0008033268195949922,-0.0001654264315254868,0.000891910263406857,0
52,OKB-USD,-3.8444886396408853,-0.0047529293329936885,-0.0004119292589880537,-0.011457107538622816,-0.004809415089912096,0.001214244014046077,0.0006271056869800371,0.006414896846369671,0.004035836751078734,-0.00546507500178217,0
53,OP-USD,-3.9899458848632974,-0.02126385463741987,0.0004613152266350821,-0.0020022202322714775,-0.0010258589384475388,0.000880846376200307,-0.0018197329226899838,-0.0007192163080320426,-0.0007184395408999046,-0.0004779903991557886,0
54,OSMO-USD,-3.9938929146809747,-0.02171046643465489,0.0003979954268107167,-0.002298783197379147,-0.0007177858313237571,0.001096593373739042,-0.002287669592429235,-0.00043564792031352764,-0.0009460122232029377,-0.00042726470397096844,0
55,QNT-USD,-3.649925397383221,0.044629133463855775,-0.0007932078716563462,-0.01699998047782251,-0.0217152280310329,-0.00634939612009321,0.015902268120871532,0.011433615402150462,0.012308217970297282,0.002195053974904493,3
56,RETH-USD,2.729064305997567,0.5409741022662277,-0.007620942395895558,0.035702630076975786,0.03231641629585936,0.0040108579504705985,-0.009322746100566964,-0.006568061141945088,0.013219047877784386,-0.009037372106167776,2
57,RNDR-USD,-3.98844435693175,-0.02274196381212062,0.0004200026101129097,-0.0015646897217575528,-0.0003123214464269465,0.001402757282873504,-0.0029052846649941203,-0.0005546182018959018,-0.0012725710380863877,-0.0005355137833731973,0
58,RON14101-USD,-3.992839652170872,-0.021801186925655358,0.00039218339098107856,-0.0018179195534662935,-0.0006237181278064661,0.0011307973100260647,-0.002486502757903553,-0.00045351911430468317,-0.0012539959709182502,-0.0004349326108806431,0
59,ROSE-USD,-3.9960055685802156,-0.021621804126837767,0.00037860300436763796,-0.0029511216490236093,-0.000446310762896518,0.0011687587980695208,-0.0024296442201506615,-0.00020782979224921662,-0.0012742684390862236,-0.0006447422287026538,0
60,RUNE-USD,-3.988650685218623,-0.024589170628012767,0.00047343219527899916,-0.0018347520530184337,-0.0007739860875106775,0.0013104409744631575,-0.0025572672631689196,0.000478625012072274,-4.331389955052467e-05,-0.0009379235815015145,0
61,SAND-USD,-3.9947274089464746,-0.0212437476845608,0.0003786860612846609,-0.0028983631651408096,-0.0006466213215567238,0.0011272993883773097,-0.00231518816290535,-0.00016179640639554408,-0.0012567279256158485,-0.0005468561198486861,0
62,SHIB-USD,-3.9962103874173134,-0.021610735732178834,0.0003772369068464784,-0.0029807857065394646,-0.00043292382968126715,0.0011714182788755008,-0.002434144511103083,-0.00019673933551254605,-0.0012906603312081123,-0.0006559240514082019,0
63,SNX-USD,-3.98772959257644,-0.0211719466128495,0.0003827988781903461,-0.002688165476104164,-0.0006421149664109269,0.0010383305564071353,-0.0019638418907484256,0.00018747651844071712,-0.0007277584740543559,-0.0004533216388463159,0
64,SOL-USD,-3.8752589779404114,-0.0681282489717246,0.002158598356362949,0.02949491256795635,-6.582394826109384e-05,0.00017043116824640893,-0.0032771536593254763,-0.013799640952493222,0.018060888187801414,0.00504790377854524,0
65,STETH-USD,2.1992442036059785,0.5426525323774575,-0.006199714254162183,0.024998942527945364,0.014855325119215054,0.0007091522070720744,-0.0010818975848959815,0.002199650454065992,-0.005922464633539252,0.002107550769750594,2
66,STX4847-USD,-3.9935019293671945,-0.021829013990566103,0.0004134321256381434,-0.0022952548969601347,-0.0005563212649901337,0.0010763736691933863,-0.0022787412030448786,-0.0005529066456498803,-0.0013402606365386727,-0.0004972372695379072,0
67,TAO22974-USD,-3.5833315217365436,-0.2353453106689235,0.008446619950494465,0.22262125326012794,0.047357469775725344,-0.011592390920055517,0.01746051324401734,0.010068463368741705,-0.0016391011724311755,-0.0012417015217146689,3
68,THETA-USD,-3.9933731922217874,-0.021275170607529162,0.00039712821451136956,-0.0027526294124515654,-0.000676065876774991,0.0011033751254023653,-0.002254659011273846,-0.0001961058539514452,-0.0012420626966818096,-0.0005333339816103712,0
69,TON11419-USD,-3.9898522158442224,-0.02086767230782343,0.000417003496885152,-0.0032284277941068214,-0.001147184930333575,0.0010008295512956011,-0.0018658375827489586,-2.7167200168920362e-05,-0.0010430915395281339,-0.0012056823342620833,0
70,TRX-USD,-3.995936046238348,-0.021609234450287625,0.00037617575531139223,-0.0029912774823197593,-0.00042256347354887203,0.0011699480646671593,-0.0024318779066813704,-0.0001935888259935341,-0.001286230342858295,-0.0006719398868676251,0
71,TUSD-USD,-3.992974034644982,-0.02104022860585757,0.00035791056284219567,-0.003283329271304606,-0.00047855970099767813,0.0011309336416086878,-0.002331517360252014,-5.990987525587997e-05,-0.0012603302618254303,-0.0008099113626013404,0
72,UNI7083-USD,-3.9782849511888623,-0.01928849958327917,0.0003655373353297947,-0.002319162522830246,-0.0003638084495329968,0.0007076744162791158,-0.0012458764597306881,-6.88289119299351e-05,-0.0010942078674728195,-0.00014655152659054588,0
73,USDC-USD,-3.992968671571773,-0.021045969773024496,0.00035764002771668555,-0.00327663060965391,-0.0004750722130942248,0.0011317967541966045,-0.002332685590867052,-6.366193465082235e-05,-0.0012626484772119261,-0.0008119353589601742,0
74,USDT-USD,-3.9929672751670573,-0.021044148426314163,0.0003582661424291552,-0.0032754470864407768,-0.0004761562426746139,0.0011297650451796756,-0.0023300753852227947,-6.270210300900867e-05,-0.0012609346036486786,-0.0008123235308395418,0
75,VET-USD,-3.996139628067939,-0.0216073246736292,0.0003776995547617833,-0.002974381636582342,-0.0004361917390894691,0.0011696576702204793,-0.00242986558873784,-0.00019837120646483162,-0.0012887907555091957,-0.0006540212190869623,0
76,WBTC-USD,98.71170651384557,0.006124726008974322,0.25270092130845045,-0.00895118880501415,0.00186747606706844,-0.002435282790894309,-0.000380299287950109,0.0002933823315570012,-2.4152585773345044e-05,0.00013612027139474128,1
77,WEMIX-USD,-3.9919621389727453,-0.022409820945541517,0.0004280442839377814,-0.0022692281620819866,-0.0011536698748724668,0.0010724530515252954,-0.0020338331927759697,9.086041363796465e-05,-0.00046322656793905496,-0.0004684628210542253,0
78,WTRX-USD,-3.995936649695573,-0.02160918035423387,0.0003762016832410971,-0.0029909542371253134,-0.000422699886437831,0.0011700512797972683,-0.0024318271600608523,-0.00019373832191594027,-0.0012862468114139087,-0.0006715772726031326,0
79,XLM-USD,-3.9958518914826415,-0.021576131559131493,0.00037639388373551347,-0.003028335100717286,-0.00040465093798153836,0.001167630214568893,-0.0024233485295273353,-0.00018381815422860106,-0.0012817912004514887,-0.0006667059240169687,0
80,XMR-USD,-3.496654090322395,0.05568575397902505,-0.004258585246400917,-0.06013168462544537,-0.012905589120327035,-0.006170974443734286,0.015967101963220584,0.027312355960744307,0.008831770197164166,-0.007794297600420014,3
81,XRP-USD,-3.994479364951707,-0.021434778151044893,0.00037175128134862053,-0.003181793170466161,-0.0003513948118481067,0.0011811948098053818,-0.00244924376370369,-0.00010112497478591466,-0.0012595029910595188,-0.0006504277078839761,0
82,XTZ-USD,-3.9933525818117497,-0.02105880023986067,0.00037802103760755024,-0.0028938890516702906,-0.0006907326489849349,0.0010754039296347172,-0.0021948402360400725,-0.0001553993043571089,-0.0012242894056913754,-0.0005827999541757182,0
