ds,yhat,yhat_lower,yhat_upper
2024-05-27,75624.30136428574,56374.119244540874,92835.19551236597
2024-05-28,75955.5244566275,56857.39200299058,93144.76793876904
2024-05-29,76330.83441451732,56910.828739228244,93912.31413979389
2024-05-30,76361.07894696348,55885.01185879291,94624.42718855257
2024-05-31,76426.32338700618,55489.16190732188,94969.43991437301
2024-06-01,76585.62693689056,55659.725599334306,95547.0482909067
2024-06-02,76827.1815106138,55920.18344221507,95255.99129370926
2024-06-03,77263.5112117263,55993.48361307677,96321.70133887108
2024-06-04,77594.73430406813,56518.84019662944,97162.20330445752
2024-06-05,77970.04426195762,56235.81977420815,98575.58321608524
2024-06-06,78000.28879440384,55383.735677555385,98444.66012964917
2024-06-07,78065.53323444715,54454.5266491147,98034.01645918253
2024-06-08,78224.83678433082,55474.230030676714,98991.44652735164
2024-06-09,78466.39135805458,54046.54921059913,99778.20530907603
2024-06-10,78902.72105916696,55126.42024162639,100806.93366410979
2024-06-11,79233.94415150874,54655.678845173534,100604.02900392107
2024-06-12,79609.25410939824,54411.994337217584,101357.97642114715
2024-06-13,79639.49864184429,55059.315600584014,103224.11001023663
2024-06-14,79704.74308188776,54090.086590543644,102822.98553541236
2024-06-15,79864.0466317717,54119.06485629097,102333.20292527373
